comment,date,stars
"I ordered an Uber and the driver was very nice so I tipped him atter. I kept getting error messages while trying to tip saying that it wasn't going through. I waited a few minutes, tried again, and success. The next day I checked my bank account and saw that I was charged the tip twice. I messaged customer service and they credited the money to my Uber account. I wanted a refund because I rarely use Uber and I just wanted my money because I only authorized a one time tip. After many back and forth messages they still refused to refund my money. I will never use Uber again.","Oct. 15, 2018",1.0
"I took Uber like I have many, many times before. I was taking my dog to the groomer and he was on my lap. He met left my lap and I carried him out the car. Needless to say he never made any mess. A day later I received notice from Uber that they had charged $150 dollar cleaning fee plus the regular fee. I emailed them and they sent me fraudulent pictures the driver had sent them saying the dog urinated on his rug. The picture was clearly the front seats of the car and I was in the back seat. Uber still said they believed their driver and would not refund me the money.","Oct. 14, 2018",1.0
"Booked 22 hours in advance no one showed up. Bad as that was, support and help department said: ""We're sorry to hear that your driver canceled your trip and that this delayed getting you to your destination. I can confirm that no cancellation fee was charged on this trip request. If you were referring to a different trip, please let us know."" Well that was nice of them. Then (obviously a form letter since I did not pay anything): ""We understand your concern. We know this is not the news you were hoping to hear, but we will not be able to refund this fare due to it not being within our standards. Thank you."" So, Uber has no policy if no one shows up after an advance booking? Won't be doing that again. Lyft next time.","Oct. 14, 2018",1.0
"First and foremost there is no phone number to contact Uber. Is that legal? Second of all, I have used Uber about 20 times. Great idea but what they do not disclose is that on top of the charge that you pay when you schedule a ride they add an additional charge usually under a dollar. For WHAT? Example: I just scheduled two rides, both for a friend about 30 minutes apart. The first ride was 14.67, the second ride was 15.37. I checked my account and they charged me .40 for no apparent reason and .12 for the second ride. They do not tell you what it is for but it is an unauthorized withdrawal. Pass this information on. How long will customers allow ourselves to be ripped off? It shows how absolutely lazy we have all become to even allow these companies to continue to rob us.","Oct. 12, 2018",1.0
"I have a disability which limits my walking. I can't drive due to severe nerve damage and uncontrollable reflexes. The closest store to me is a Family Dollar which is .02 miles from my house. The cost for me to Uber there is $6.50-$7.50. Along with all other companies promising cheaper pricing to make conveniences more affordable is yet another lie. After putting Taxi Cab Services out of business, rates skyrocketed. I can't say how so very disappointed I am with Uber. I have an upcoming surgery which I pray will be a success. I would love to be an advocate for anyone having to utilize transportation services due to no available bus routes so they may travel when needed at a fair price. I use to take Uber to work, the last two years I've paid a private driver to transport me to work, which is cheaper than Uber (12.4) miles 5 days a week. I haven't been able to work in the last 27 days and would appreciate the use of affordable transportation.","Oct. 11, 2018",1.0
"Well, I went to Lax from end of the el toro road which it was 54 miles and 1 hour and 8 minutes. When I called Uber to adjust the trip at the first he doesn't accept that and he said everything calculate right but when I prove that I am right he said, ""Yes you are right"" and instead of 50.17mile * 0.87per = 43.45$ 62.32 time * 0.1125= 7.01$. And also I had long pick up fee of 5.06$. So 43.45$+7.01$+5.06=(55.72$). But when they make a mistake to calculate the ride and also the support accept that on the recording line. 53.80$Miles * 0.87$ = 46.806 $ 68 minutes * 0.1125$ = 7.65 $. And also I had long pick up fee of 5.06 $. So 46.806$ *+ 7.65$ + 5.06$ =59.516 $.","Oct. 11, 2018",1.0
"I ordered an UBER by entering the facility name on Monday. There was no issue with arriving time and price, then I confirmed it. However when I arrived there, it was not the one I wanted to go to. I definitely entered the correct facility name and the name of building I arrived was not even same name as I entered. Also I had to add the correct address by myself and they charged me again. I’m sure that the address UBER programmed into their system was wrong and they took me to the wrong place (driver was nice).","Oct. 11, 2018",1.0
"Uber has made transportation much easier, however, it is overrated and expensive. Uber only cares about $ and drivers but does not care about customers at all. First there is not a phone number to reach if you ever encounter any kinds of problems. Only 10% of drivers are actually nice and professional. Uber taking your money when the driver cancels the ride is just ridiculous. Uber should not cut $$ from your account even if you cancel the ride. If our ride cancellations affects the drivers, then Uber should be able to solve that issue for drivers. Customers should not be paying even for a single penny, if they don’t use the ride.","Oct. 11, 2018",1.0
"On Sunday I booked an Uber from Ghatkopar to Vasai at 9 pm. The Uber driver's name was Anand, white wagon R. He arrived on time. When he arrived he asked me where the drop was. I told him it was Vasai so he said he couldn’t travel that far because he stays in Panvel and needs to go home. I asked him why did he take the booking then he said he didn’t know the drop location. Then I was stern that I will not cancel the booking so he said that someone was unwell at his home so he had to go urgently (I know he was lying). ","Oct. 9, 2018",1.0
"Uber drivers made me feel unsafe. I had one Uber driver harass me and kept calling after the fact I cancelled the ride because he had me waiting over half an hour and then called said he drove to wrong place. Most drivers are rude and somehow there's always an issue with the app, then they don't have customer service or a number where someone can be reached if there is an issue. And when I emailed Uber about the driver making me feel unsafe since he kept calling me and harassing me, their only response was to block the driver or call law enforcement. They need to fix the app and thoroughly background check these people they hire!","Oct. 8, 2018",1.0
Worst thing with UBER is that they do not have any REAL TIME SUPPORT. If anything goes wrong you have to fight with the driver and then take out time later on to sit and write a complaint and in reply all you will get are saved templates!!! I had to book and cancel six cabs back to back because driver denied destination and also denied cancelling the trip. And then the funniest thing is after all this UBER blocked from booking any more cab. It's like you go to a shop where the sales guy refuses to sell and then the Owner comes and ask you to leave because you did not buy anything. Is this BUSINESSES or MADNESS?,"Oct. 8, 2018",1.0
I had a problem with a driver cancelling and being stranded on the street corner with no ride. I asked support if there was any way to schedule rides so I didn't experience cancellations among other concerns. I got a form letter response saying that the $5.00 I was charged for not getting a ride had been refunded (I already knew that). The email for Uber customer service does not allow for two-way communication. I guess Uber can provide nothing and call it customer service anyway.,"Oct. 5, 2018",1.0
"I used UBER yesterday for a ride to my home address. After 3 mins in the car, I realized the traffic was too much so I asked the driver to drop me off at the nearest train station instead, which was just 7 minutes away from the spot where he picked me up. My wife booked the UBER thru her phone so I assume the driver would change the drop off location on his phone. An hour later, I receive my Uber receipt for a staggering $60.46!!! I was shocked because according to the receipt, the driver stated that he dropped me off at home which is a lie. I cannot believe they would lie like that and charge me $60.46 for a 7 minute drive. I try contacting Uber four times over this matter but they are not resolving it.","Oct. 4, 2018",1.0
"While on vacation in Europe, my wife and I were in an accident in an Uber. It was clearly the Uber driver's fault. Very nice guy, accidents happen. When contacted by Uber they said they would refund our trip, duh. What about the time spent on scene (over an hour), the emotional distress of seeing the other party carted off by ambulance and having been in this traumatic experience. I was just looking for a few credits, not a federal offense. I was told there was no way to determine the amount of compensation for this type of thing. Time to start using Lyft.","Oct. 4, 2018",1.0
"I left my iPhone yesterday Oct. 2, 2018 in an Uber. Uber makes it impossible to retrieve item as you can't talk to a live person but must submit via phone (which I left in car) or online only to get a response 24hrs later it's been resolved. I asked for the driver to call me back and got NOTHING. Never ever use Uber again. They exploit their drivers and steal your stuff with no call back. Worst company ever and can't wait for them to fail. All I asked for was a call back from the driver which they promised and never did. Now I have to go back to Vegas without a phone and all my data.","Oct. 3, 2018",1.0
Uber is a total rip-off. They scam drivers every day. You always see premium possible for long pickups but never get them. This means it should be a surge because no drivers are in that area. I have copies of all the premium possible trips and never get premium but charge rider a big premium. My last one was a 2.7 mile trip that took 5 minutes. Had to drive 18 minutes to get there and almost 5.5 miles. The rider paid 14.26. I got 5.43 and that included a 1.70 long pickup! Anyone who says they aren’t screwing drivers is either an idiot or a troll for Uber! That is criminal. I have pics of every one. What rider would pay 14.26 for a 2.7 mile ride that took five minutes??? Had to be surge! I had to drive 18 minutes and 5.5 miles to get to rider.,"Oct. 3, 2018",1.0
"I ordered food, and it was supposed to be delivered at 6:55pm. At 7:10 the driver, Tariq, contacted me that he could not found my address (5 min from the restaurant), already on Uber website. I gave him some instructions on how to find it, and he told me I gave the wrong address. Another 10 min and he call again that he was lost. When I try to help him, he told me that he could not waste any more time on my order, because he was losing money every minute. He told me that he was canceling my order. I called the restaurant, reorder the food, and went there to pick up. I was parking on the restaurant when the Uber driver calls again, at 6:40, telling me he was in front my house and I wasn't there to receive my order. I lost it. I told him to feed the food to his dear mother and leave me alone. What a bad experience. I will never order from Uber again.","Oct. 3, 2018",1.0
"Venmo sent me an email with a code for $10 off an Uber ride as a celebration for being able to use them as a payment method. I applied the code to my account, took a ride, the code didn't apply. I asked Uber support why and they said I had to make sure payment was on Venmo. Alright. I took another ride and made sure Venmo was my payment, still nothing. Contacted Uber support over 7 times and got answers ranging from, ""we don't know what ride you're talkkng about"", to ""select your payment method to apply credit"" to ""This code expired"", ""We're unable to refund or credit this ride"". Basically, they refuse the email fine print from Venmo and don't care that there was a promo code that was supposed to work on their platform. Very poor service.","Oct. 2, 2018",1.0
I was quoted $6.25 for my ride and charged that. Hours after my drop off I received multiple notifications of a charge of $16.14 and $9.87 being charged to my card for my one ride. Yes 3 separate charges for one Uber express pool ride. I immediately filed a complaint which really only wasted my time and pissed me off even more. I was bounced from rep to rep and had to restate the same information over and over and OVER again. The last rep made it seem like she had resolved the issue until today when I saw a pending charge of $16.14 on my company card which is linked to my Uber account for business travel. ,"Oct. 2, 2018",1.0
"9/30/2018 Arizona Cardinals game. Request Uber driver, app says driver will arrive in 11 minutes. 30+ minutes go by, driver doesn't show up. I call the driver, he says he is on his way, 2 minutes later, driver cancels on me. Without my permission, Uber says they are finding another driver. Another 30 minutes goes by, driver calls and says he came and didn't see me and left. Said he'd come back. I watch, 2 minutes later that driver cancels on me. I wasted 1 hour in the parking lot waiting for two drivers who cancelled on me. ","Oct. 2, 2018",1.0
"Today I left my cell phone in the Uber. Every avenue I have taken to try to contact Uber has led to a dead end. I need the verification code sent to my phone in order to login from my desktop. But I do not have my phone. So I cannot get the verification code. There is a page purportedly just for resolving this issue. But it no longer works. I emailed customer service for help getting into my account and at 12 hours later, I have not had a response. I emailed them all day, actually. I called the only number available. That number is for drivers. There are no telephone numbers for riders unless you have the app on your phone. But I don't have my phone. The lady on the driver line promised to help me, then she put me on hold for 40 minutes. So I finally hung up. While I was on the driver line, I heard all the things Uber is doing for their drivers, as a ""driver centric company."" They do not care about the consumer at all. This is wrong. Just plain wrong.","Oct. 2, 2018",1.0
"I have been driving for Uber for about 6 months now, and they are horrible. When I try and cash out on fast pay it’s always something going on with their site. I really hate that when you call them nobody knows nothing. I sit online with Uber for over an hour and nobody even came back to the line. This company needs to be close because they are inconsistent and does nothing for no one other than Uber. I would not recommend them to nobody not even my damn dog.","Oct. 1, 2018",1.0
"I booked my Uber cab from Cantonment railway station to Bengaluru airport. After my ride gets started, my driver received a call from other customer for pickup. Suddenly my driver asked me to get down and book for a another cab. I ignored him and asked for the reason. Then I come to know that he is working for both OLA and UBER. The 2nd customer is from OLA request. I confirmed this from OTP option asked before started ride. Then I requested the customer to drop me first as I am already delay to my flight. Finally the driver not dropped me in the actual destination... hence I missed my flight... At last my important official meeting got canceled because of me. I am demanding from UBER at least to refund my missed flight charge 3500/-. I am not getting proper response... Feeling very bad about this... Need justice else will go to any extend to get back my loss.","Oct. 1, 2018",1.0
"I was exceptionally satisfied with Uber until yesterday. On reaching my location, my app showed a payment amount. The Uber driver requested a higher amount than the app request. I paid what the app showed, and the cash function on my account was revoked. Follow up customer service? Was shocking despite me using the service daily. Wrong platform to answer the query, electronic response. Nobody can or will assist with a genuine query. I've installed Taxify.","Sept. 30, 2018",1.0
"I have never had an issue with Uber in the last two years of using their service until two days ago, when I scheduled a ride the night before. Upon entering the details, a window popped up on the app indicating a Pick Up guarantee. If the driver did not show up within the window of time allotted, the passenger would be credited $10 for a future ride so long as it met the eligibility criteria. My driver exceeded the window of time and arrived later. As a result, I was late to arrive for my appointment. I wrote to customer service and requested the credit. The rep stated they would credit $5 instead. When I quoted their policy verbatim, the second rep stated they would not be paying any additional credit. 24 hours later, they still haven’t even credited the $5. It’s annoying that as a loyal user with a pretty good rating can’t even get something like this resolved, and in line with Uber’s policy.","Sept. 29, 2018",1.0
"No problems with the riders. Uber app charged the incorrect card at the end of the ride, despite profile setup. No big deal here. I requested the charge to be switched to the other in the account and they could not make this basic transaction in more than 10 days I left the ticket open. My periodic follow-ups were useful only to be told that a specialized team was looking into it. I never asked for troubleshooting details but only for the charge to be switched between the cards registered in the account. Customer service just bounced me back every time with no excuse, given the type of request. I could not add that ride to my expense report in time to be reimbursed by my company as it was a business trip. Thanks Uber for that!","Sept. 29, 2018",1.0
"Worst case scenario with Uber is that they don't have customer care number available in India. I paid twice for a ride as I have booked a ride and paid via my debit card and transaction had done but Uber shows me an outstanding payment of my ride and when contacting them via email they response very slow. Plus when I finally got a call from them they said, ""We have blocked your card and to remove that send us the transaction script"" and even after sending them they said that it's not proper and after sending them one after another mail but still I don't get any reply. I am very much sure that Uber should be banned in India till they got a customer care office in India.","Sept. 26, 2018",1.0
As Uber driver in North California. This is second time happen to me in within six months. I got a text message from Uber says they identified improper use of the app as a result they remove my promotion from my earning period and will deactivate my account if similar problem occur again. I talk to support customer service. They send my case to an expert and after waiting for 36 hour for their reply and demand them to explain to me what mistake I have done in order to avoid doing it again because I really care about my job as Uber driver. They seem to be careless and sent me same message. They send earlier like robot message.,"Sept. 25, 2018",1.0
Uber driver stopped then drove off without explanation and cancelled my trip once he saw my grandmother was in a wheelchair. When making a complaint they said they would look into it but could not tell me the outcome. Disgraceful company.,"Sept. 23, 2018",1.0
"Uber has no customer service phone number. The only way you can communicate with them is by email. And it usually takes 4-5 days to get a response. My Uber account continues to be hacked even though I removed the app from my phone months ago. I am getting fraudulent charges on my credit card, but I cannot get Uber to help me. I just want them to delete my account completely so I don’t have to keep getting new credit cards.","Sept. 23, 2018",1.0
"I book cabs through Uber app a lot many times. Some experiences was good some was bad but my recent experience with Uber was just nuisance. I have to take my sister to the hospital as she was not feeling well in the evening, so I booked a cab via uber. The distance was hardly 3-5 km from my pick up location to my destination. First it took 10-15 mins to connect me with one driver when my pick up point is very near to the main highway (less than even 1 km). And 10 around cabs are always available in this area. ","Sept. 22, 2018",1.0
I was given a fare of 6.31. I was billed 26.31. After I reviewed my trip my destination address totally wrong. I have been writing back and forth with them for 2 days. Now they cannot seem to get it right. I was wrongly charged again after their review. Was given a partial refund. Then they wrote me saying I will get the rest. I am still waiting. This is just a unneeded pain in the **. Horrible cust service. I will be trying Lyft.,"Sept. 20, 2018",1.0
"Customer service on the part of Uber completely sucks. Had problems requesting a ride twice that system errored, got locked out of my account because of your errors. Went through help to unlock it and it errored twice. Again same EXACT problem. Tried help again. ZERO response from customer service the second time even after following your prompts online. Bad for business when people are trying to use the service first time on vacation. Ended up having to use taxi service. It's over 12 hours later and STILL no response from Uber. Hope they end up out of business. Will certainly be reporting poor ratings anywhere & everywhere I can including BBB & state attorney general.","Sept. 20, 2018",1.0
"As a rider all is somehow ok but as a driver this company is the biggest scam ever... They will use you, abuse you and throw you like a piece of trash after you get just a couple of traffic tickets, claiming on your driving record that even the non moving violations are moving violations for them... This nasty company full of thieves will steal drivers' tips and tolls and squeeze out of you and your car all they can before kicking you away...","Sept. 18, 2018",1.0
"In June, I ordered an Uber car to pick someone up at Marseilles Train Station and bring them to an address that was one hour away. The screenshot of their quote showed that the cost would be between 192 and 254 Euros. There was absolutely no mention of a surcharge. They then charged me 471.02 Euros ($742.47 CA) saying the ride was at a high traffic time. It was 10:30 pm at an almost deserted train station. ","Sept. 18, 2018",1.0
"While traveling Europe I spent over 500 Euro with Uber. They overcharged me on 25% of the trips I made compared to the quoted price given on phone app, after the ride was completed. One instance they quoted me 40 to 50 Euro and charged me 70 Euro! Over a 100 Euros were spent from overcharges compared to their quoted phone app price. This seems very dishonest to me.","Sept. 18, 2018",1.0
"I have attempted to set up Uber on my phone for a month now. It kept saying that my number was already registered. After multiple emails to the company explaining that I have not register my number and sending all the information they requested it never got resolved. It is a waste of time, useless customer service.","Sept. 17, 2018",1.0
"Humble, Texas. September 15, 2018, I ordered a ride and was picked up by Edwin, driving a Toyota Corolla. The ride was quoted as $11.45. Later that evening, I tried to order another ride and received a message that I owed $35.00 for the previous trip. I requested a review of the fare, because the morning ride is a regular ride to Dialysis, 3 days a week and $11.45 is in the normal range. I received a message today stating that the driver reported a mess made and I was provided with 2 pictures...there is no mess shown and I know a mess was not made because I didn't have anything to make a mess with.","Sept. 16, 2018",1.0
My issue with Uber is they quote you a price when you complete your trip and days later the price is different. They don't tell you anything. I started using one card just for them that is how I found out and if you check your receipt it's says wait time or toll surcharge and fees. This is robbery and they need to stop. The drivers are saying they arrive and most of the time they are in the wrong place or they drop you off in the wrong place and pretend they did not hear you say no it's over there. That's stealing.,"Sept. 15, 2018",1.0
"Spent way too much time today setting up our Uber for Business account since several folks from our company are going to be traveling. Sounded like a great concept but after getting everything set up I was informed that they needed three days to process our account. Nowhere was there a mention of that and we've used Uber individually for a long time. So, tried to get some help and they just weren't too concerned or interested in trying to resolve the issue. So account is deactivated and we use another provider who seems to care a lot more about customer service. Just a warning...","Sept. 13, 2018",1.0
"Since February of 2016, I've been using Uber on behalf of the company I work for to schedule rides for our clients coming into town. I've probably spent close to $1500 in gift cards alone since then. I've never had a problem until yesterday. After two company cards, a PayPal account, and multiple attempts to pay through the app and the Mac, I could not get their system to accept a payment. I confirmed with my bank, that the issue is not the card. In fact, the bank is holding these transactions. But Uber doesn't have a record of them.","Sept. 13, 2018",1.0
My account was hacked and the hacker did rides fraud and charged 800 soles and Uber when I reported charged it too. My credit card 800 soles and after all the proof provided by me they agreed to give the money back and they mistakenly send it some unknown account not owned by me even though I reminded them my right account and now when I updated all my information they asked for dragging for 2 months and now when I was upset they decided not to return my money and block my account. Great way of robbing.,"Sept. 13, 2018",1.0
"I tried to add my daughter to my Uber account and ran into numerous problems. I am in CROYDON, PA and my daughter is in Philadelphia PA. My daughter needs the Uber getting back and forth to work. We have messages that the payment needed changed, invalid payment method. There is no customer service # to call so I am dealing with a friggin robot. Robot says they lifted restrictions off my account. My daughter tries to use Uber again and gets a, ""Oops something went wrong!"" Only good part is I can curse out the robot and not get hung up on. Uber needs a customer service representatives, not robots to have any satisfied customers! Uber is a big joke!","Sept. 13, 2018",1.0
"I had booked a ride to take us from a restaurant on Canal Street, to the West Village. The driver stopped at the wrong place. We signaled him NOT to make a U turn on a busy street: we'd cross with the light. We did. He charged us for waiting time. Then he took the wrong route, and we wound up in New Jersey. We told him he had the wrong route, and he screamed ""I KNOW WHAT I'M DOING."" In Jersey City, there was an accident in front of us - a bad one. He swerved, and nearly started a second one. Then he told us ""as a courtesy"" he wouldn't charge the NJ surcharge. After we got back to NY (another ""courtesy"", he wouldn't charge us the toll), he started taking us to Brooklyn. Twice. Again 'I KNOW WHAT I'M DOING'. Two sixty year olds have to act like James Bond and jump out of the car when it stops, to get away. We were further downtown than when we started. Uber's reaction? ""Oh well, we refunded your fare.""","Sept. 12, 2018",1.0
"Took a Uber ride about 8 minutes. The driver was Spanish. 3 hours later get email Uber takes $80 out of my Visa card. Apparently driver says 3 hours later I did damage. This is Uber's cleaning fee then I find out the driver was suppose to be a ** but I called, filed complaint but this is a scam all over Uber.","Sept. 12, 2018",1.0
I’ve driven for Uber for 3 years and constant battle for them to get fares accurate or my rides disappear completely. And it’s always in their favor. And always the bigger fares. I’ve never been overpaid for a ride accidentally. Customer service is a joke. They act like idiots who can’t understand common English and only ever send a canned response. It is the most frustrating customer services I’ve ever dealt with. Uber treats drivers as though they are expendable. When they list how many miles I drove on a ride it is always less than that what I actually drove according to my GPS.,"Sept. 8, 2018",1.0
"Uber is continually squeezing profit away from drivers by changing their policies. I've been driving for over a year and have a nearly perfect rating. I do a fantastic job for this company and I feel completely unappreciated. I am not alone. Every month that goes by, Uber finds ways to change their policies to be less friendly to drivers, who they call partners. They have made it clear to me more than once that I am expendable. Regardless of the service that I provide for them, they are aware that hundreds of other drivers signed up today, and if I don't like it I can leave. They're changing incentives that we have counted on and taking up to two-thirds profit in many rides. Uber needs to be held accountable and must show their appreciation and value of the drivers who are the backbone of their business.","Sept. 5, 2018",1.0
"Requested an Uber from hotel on the beach to the airport, about a 45 minute drive. While I was waiting I noticed a car similar to the one I was expecting pull up and three people jumped in. Waited a little longer and then noticed that I was on my way. Someone else had taken my ride. To add insult to injury I couldn't request another Uber until that ride was done, and I got charged for it! No response as yet from Uber, I wonder how long it takes for them to respond. The driver obviously didn't verify who he picked up.","Sept. 3, 2018",1.0
"Driver took me to wrong destination - claiming I had entered the wrong address. I typed the address into the app, but it defaulted to another address (thanks, Uber). I paid about $12 extra and 15-20 extra minutes to get to the right place. I hate Uber. They just don't get it. LESSON LEARNED: When getting into the car, BE SURE TO CONFIRM your desired destination by exact street address with the driver. Uber's drivers simply follow the GPS in the app and won't ask to confirm. Uber's drivers are stupid automatons. No wonder Uber is on forefront of developing driverless technology... they are practically there already. The Uber app will offer several alternate destinations as you type in the destination address. If you, by chance, tap the wrong one - and don't notice - you'll wind up on wrong side of town. Uber accepts no responsibility. Be careful using its app. Be careful with Uber. They rip you off and you have no recourse.","Sept. 3, 2018",1.0
"As a former UberEats driver this company has HORRIBLE customer service and most of the representatives cannot comprehend English. They take you around and around asking you the same questions over and over again and they have no respect for the drivers, though they love issuing apologies without solving your issues. They have constant issues with their app and as an UberEats driver your trips REGULARLY go missing and you have to fight tooth and nail for your missing money, IF they even solve it. It sucks when your trips go missing because you then lack proof of the delivery unless you screenshot your trip (which is ridiculous to have to remember to do for every trip) which makes speaking with their unprofessional representatives even more difficult. ","Sept. 3, 2018",1.0
I got this guy and he charged me and never came. He blamed the GPS when I gave him clear directions then when he finally saw us he drove off and canceled the ride charging me $13 and still charged me plus a $5 fee for driving around. What a scum bag. Spread the word so people know. I don't want this happening to other people I want you all to be aware of what some Uber driver are doing. Be careful and always check your online receipt because they are ripping people off???,"Aug. 31, 2018",1.0
Both drivers were early and courteous. They were both efficient drivers and got us to our destination on time. The only objection was their route of travel. Since it was our first experience we did not know we could have told them there was a faster more direct route to our destination.,"July 30, 2018",5.0
They don’t care about safety. I was a driver for Uber and they all time send me 6 or 7 people and my car only 4 people. When you tell the company this not good for the car and not safe they say cancel the trip. When you cancel the trip they get mad at the driver.,"July 29, 2018",1.0
Used Uber when we were attending a wedding in CA and they were prompt and the driver was good. Driving on CA highways can be stressful but the driver knew where he was going.,"July 28, 2018",5.0
"I ordered an Uber around 1130pm on July 20, 2018 for a 4.6 mile drive that would normally take 10 minutes. The regular car said it would cost almost $17 and the rideshare option was between $11-12. I opted for the cheaper option to save some money. The app told me the driver would arrive in 5 minutes, I waited in excess of that for the driver, fine. I get in the vehicle and settle in to look at my phone to see the fare jumped to $14.06. I agreed to one fare and Uber charged me over the agreed upon fare. Not to mention the driver drove so slow as if he was waiting for another pickup along route. I arrived to my destination much later than expected. He would stop at stop signs and wait half a minute before moving, it was past midnight at this point and there was nobody on the road. He also drove a route that was slightly longer than another. ","July 27, 2018",1.0
The only problem I ever had was at Las Vegas airport at passenger pick up. I had to wait almost an hour and had to cancel twice before a driver actually showed they were going to airport. All other places were good.,"July 27, 2018",3.0
"Was a little nervous to use but after I did, I found that I felt very safe each time, very polite drivers, clean cars and felt very comfortable. I was impressed.","July 26, 2018",5.0
"Contacted Uber via Phone app for services from address used on multiple occasions. Uber provided four locations for me to travel to be picked up for my ride! Aren't they supposed to pick me up from my location? I ran with arms full of packages to four different locations. The driver was most likely unfamiliar with area, thus the reason for the many changes. I couldn't keep up with the driver's request for different locations via foot. I finally sent a text to the driver for clarification.","July 25, 2018",1.0
"I've only used Uber once but I had a good experience. They arrived on time, took the shortest route and got me to my destination. He was very pleasant and friendly.","July 25, 2018",5.0
"The service is great! I trust my children riding with Uber. And the benefit to the community is not measurable, I’m confident the service has saved many accidents and damages to persons and property.","July 25, 2018",5.0
"I like Uber for the most part. Their prices fluctuate (increase) frequently. There is no phone number or email to get in touch with Corporate. You get charged when the drivers go to the wrong place and say you aren't there. You get charged when you cancel but you don't get anything when drivers don't show and there is no way to make this known. For the most part it is ok but, these are things that have happened to me or family or people I know.","July 25, 2018",4.0
"Uber is easier to use than a taxi. Instead of trying to find a cab, I just ordered a Uber from my phone and the driver found me. The car was clean and the driver was courteous.","July 25, 2018",4.0
I am very impressed with the overall concept of the Uber and the dependability of service. Drivers are personable but not overbearing; courteous and intuitive - every customer does not always want to interact or converse.,"July 25, 2018",4.0
"I have used Uber since they came to my area. The prices have skyrocketed since they first began service here. The last two times I used it, the driver was lost and driving around forever so the wait was extremely long. Besides the price hikes, I really like Uber.","July 25, 2018",4.0
Uber has really been difficult. I would like to use my account to order food but the number associated with my account is almost 5 years old. I haven't had that number in AT LEAST 3 years but they will not allow me to change it because according to support the only way to change it is through the app. So I download the app and enter my number but obviously that doesn't work cause it's not associated with my email. It is however associated with the driver account I attempted to make but there was no email associated with that account because the process was not finished.,"July 24, 2018",1.0
"I send for an Uber service and they gave me a price. After arrival, I ended up paying $25.00 more. This is the first time it has happen. I will never ride Uber again. People should know the final amount before accepting the service.","July 24, 2018",1.0
"The vehicles were all clean over our recent trip to Washington DC. The drivers were all kind and friendly... Overall, it was a much nicer experience than the cab rides.","July 24, 2018",5.0
"Always quick to confirm a ride no matter the time of day of the location making it very convenient. Use them often to and from the airport, very dependable.","July 24, 2018",5.0
"I have used several ride share companies and believe it’s the best idea for travel, whether short or long distances. The drivers were always on time for pickup and drop-off to all destinations, were always polite, informative, and cordial but most importantly, I always felt safe because they were registered with a business who does background checks, would provide photos of the car and driver, accepted all forms of payment, conveniently provide their app on smart phones, and rating scale for satisfaction.","July 24, 2018",5.0
I used Uber when I had no ride to my post op visit and couldn’t drive yet. It was a lifesaver! I got to my appointment in time and caught another driver back. It seemed a lot to spend $50 round trip but also a necessity when I couldn’t drive.,"July 24, 2018",5.0
"Uber is not only an excellent service, it has been for me one of the most important service I can’t live without it, practical and all my experiences up to today very good, with very kind and respectful drivers.","July 24, 2018",5.0
Usually excellent. The one time I had a driver who went 2 hours out of the way (while I fell asleep) the charge was enormous. Uber credited me back within 2 days.,"July 24, 2018",5.0
"I usually have good experiences with Uber. Drivers are pleasant and cars are clean and on time. My only complaint is the extremely high rates at peak times. I had one trip where it was $60 to the event and $315 to return home. Obviously, I had to find another way to get home.","July 24, 2018",5.0
"An Uber account that was recently set up was hacked today with my credit card info being use to charge at least 3 trips in North Carolina, all with the same driver. Fortunately my credit card company's security is such that they caught it shortly after I did and canceled the card. It seems to be virtually impossible to cancel the Uber account. None of the so-called Uber support numbers function nor can one find out how to do it online.","July 23, 2018",1.0
I used Uber for travel to and from airports. It is a great way to get to my planes or final destination that is often a good distance from the airports.,"July 23, 2018",5.0
I have only used this occasionally in a few cities and each time the experience was well worth it. The description of the car and the estimate of cost were both great. The cars were clean and modern and the driver was courteous.,"July 23, 2018",5.0
"I've been using Uber for years to take trips home from the store. It's a really convenient app for me, especially because I don't have a car. The drivers are almost always nice. I think it's been so rare for me to have a bad experience with someone. Also, probably the one feature I have not been a fan of us is seeing my customer rating, gives me a bit of anxiety. Overall it's a good service. I've almost never had to wait more than 10 minutes too. The prices have gone up but I am thinking (and hoping) this is because they will pay drivers better.","July 23, 2018",5.0
The drivers were fine. The problem was I could not speak to a live person. It was very frustrating not to be able to talk to a person. On occasion it took me over 2 hrs to book a ride. Their system went haywire.,"July 23, 2018",3.0
It is a good service but the website or app has very little on questions from users. It is very difficult to see if the service is good or not through the website. You need to try it first and the service keeps on changing without notice. Which in some ways is great but no upfront info or call in to talk to.,"July 23, 2018",4.0
"Uber works. I have used it in several places around the world. It is usually cheap, convenient and hassle-free. However, surge pricing can get out of hand. Also, I'm not convinced that they treat their drivers fairly.","July 23, 2018",4.0
Car was dirty inside and the air conditioning did not work. The price was fine but I expected a much more desirable vehicle. I am glad there wasn’t some with me because the back seat was full of clothes and sports gear.,"July 23, 2018",3.0
"I was planning on taking an Uber to Midway airport on my recent trip to Chicago. I was planning on leaving at noon. I checked what it would cost me around 11:30. I was quoted $35. 20 min later when I got down to the lobby and ordered my Uber, the price jumped to $58! I switched to Lyft which was only minimally cheaper. Next time I will leave myself more time and take the train! Very disappointed because I really enjoyed taking Uber from the airport. Never again! Taxis are cheaper!","July 22, 2018",2.0
